country,subnational1,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000-2020_ha,tc_loss_ha_2001,tc_loss_ha_2002,tc_loss_ha_2003,tc_loss_ha_2004,tc_loss_ha_2005,tc_loss_ha_2006,tc_loss_ha_2007,tc_loss_ha_2008,tc_loss_ha_2009,tc_loss_ha_2010,tc_loss_ha_2011,tc_loss_ha_2012,tc_loss_ha_2013,tc_loss_ha_2014,tc_loss_ha_2015,tc_loss_ha_2016,tc_loss_ha_2017,tc_loss_ha_2018,tc_loss_ha_2019,tc_loss_ha_2020,tc_loss_ha_2021,tc_loss_ha_2022,tc_loss_ha_2023,subnational2,tree_cover_loss_total,loss_gain_ratio,loss_extent_ratio,gain_extent_ratio,GDI,GDI_Category
0,1,75.0,16004980.0,254490.0,142020.0,194340.0,486.0,344.0,669.0,547.0,619.0,556.0,720.0,1249.0,1213.0,494.0,1323.0,603.0,309.0,531.0,326.0,571.0,896.0,521.0,535.0,402.0,237.0,339.0,746.0,659,14236.0,0.07325783030858131,0.05594303924303806,0.76364586566912,-0.7077028264260818,Acceptable
0,2,0.0,8199543.0,8199543.0,8199543.0,64907.0,8855.0,7151.0,6531.0,13204.0,9015.0,10013.0,9844.0,11255.0,9255.0,6063.0,13103.0,15644.0,11284.0,16147.0,15258.0,23294.0,23546.0,14387.0,12468.0,16246.0,17710.0,17651.0,14204.0,659,302128.0,4.654726690084427,0.036847049055410884,0.00791604996570541,0.028930999089705475,Concerning
0,2,10.0,8199543.0,6432835.0,6302553.0,64907.0,8678.0,7059.0,6453.0,13008.0,8905.0,9865.0,9649.0,11080.0,9125.0,5970.0,12584.0,14650.0,9573.0,13487.0,12754.0,19596.0,19612.0,11780.0,10040.0,13162.0,14805.0,14996.0,12061.0,659,268892.0,4.142678868552412,0.041800070761946986,0.010090106447607244,0.03170996431433974,Concerning
0,2,15.0,8199543.0,6371294.0,6228242.0,64907.0,8641.0,7034.0,6432.0,12918.0,8878.0,9834.0,9619.0,11049.0,9105.0,5953.0,12534.0,14534.0,9459.0,13306.0,12584.0,19353.0,19363.0,11590.0,9855.0,12967.0,14579.0,14789.0,11889.0,659,266265.0,4.10220619954397,0.04179150392502623,0.010187567833540905,0.031603936091485325,Concerning
0,2,20.0,8199543.0,6355242.0,6215927.0,64907.0,8625.0,7023.0,6424.0,12885.0,8867.0,9820.0,9602.0,11035.0,9094.0,5946.0,12497.0,14464.0,9381.0,13200.0,12494.0,19232.0,19238.0,11500.0,9762.0,12864.0,14471.0,14695.0,11810.0,659,264929.0,4.0816232205583285,0.04168684029863217,0.010213299475724217,0.03147354082290795,Concerning
0,2,25.0,8199543.0,6345321.0,6147654.0,64907.0,8608.0,7011.0,6413.0,12830.0,8855.0,9806.0,9586.0,11021.0,9084.0,5937.0,12471.0,14412.0,9332.0,13122.0,12433.0,19136.0,19143.0,11437.0,9695.0,12780.0,14389.0,14615.0,11751.0,659,263867.0,4.065261601035312,0.04158465086562983,0.010229268112792385,0.031355382752837446,Concerning
0,2,30.0,8199543.0,6307313.0,6112509.0,64907.0,8592.0,7001.0,6404.0,12793.0,8847.0,9793.0,9572.0,11005.0,9071.0,5928.0,12445.0,14346.0,9269.0,13033.0,12346.0,18994.0,19002.0,11340.0,9599.0,12672.0,14264.0,14492.0,11656.0,659,262464.0,4.043646391816109,0.04161280063114029,0.01029090988652222,0.031321890744618074,Concerning
0,2,50.0,8199543.0,6002878.0,5511731.0,64907.0,8407.0,6888.0,6297.0,12447.0,8712.0,9614.0,9393.0,10826.0,8930.0,5819.0,12129.0,13856.0,8783.0,12225.0,11596.0,17982.0,17910.0,10672.0,8958.0,11929.0,13459.0,13747.0,11066.0,659,251645.0,3.876964318728046,0.04192088496203238,0.010812811652542055,0.03110807330949033,Concerning
0,2,75.0,8199543.0,5214282.0,4665671.0,64907.0,7643.0,6308.0,5785.0,11246.0,8047.0,8836.0,8660.0,9942.0,8322.0,5326.0,10996.0,12308.0,7084.0,9717.0,9258.0,14731.0,14482.0,8454.0,7059.0,9635.0,10904.0,11312.0,9168.0,659,215223.0,3.31583163862698,0.04127585710250096,0.012448116068882338,0.02882774103361862,Concerning
0,3,0.0,7849232.0,7849232.0,7849232.0,163055.0,6989.0,8424.0,5689.0,13452.0,8670.0,9544.0,12698.0,16606.0,16411.0,11000.0,15240.0,18020.0,10583.0,26064.0,15324.0,29272.0,20867.0,17788.0,13376.0,22087.0,22491.0,22111.0,22013.0,659,364719.0,2.2367775488175843,0.04646568651994405,0.020773494684130284,0.025692191835813765,Concerning
0,3,10.0,7849232.0,3164948.0,3010461.0,163055.0,6772.0,8181.0,5558.0,13118.0,8434.0,9268.0,12379.0,16165.0,16102.0,10665.0,14689.0,17144.0,9422.0,23528.0,13990.0,26396.0,18828.0,15621.0,11931.0,19340.0,19939.0,19647.0,18786.0,659,335903.0,2.060052987930527,0.1061325158794028,0.05151931358135629,0.05461320229804651,Concerning
0,3,15.0,7849232.0,3004213.0,2805440.0,163055.0,6729.0,8127.0,5518.0,12997.0,8354.0,9175.0,12250.0,16028.0,16007.0,10569.0,14523.0,16933.0,9292.0,23245.0,13826.0,26087.0,18548.0,15350.0,11718.0,19002.0,19603.0,19322.0,18443.0,659,331646.0,2.033945392993818,0.11039393332166084,0.05427576064820948,0.05611817267345136,Concerning
0,3,20.0,7849232.0,2949707.0,2771691.0,163055.0,6707.0,8098.0,5500.0,12940.0,8317.0,9138.0,12206.0,15956.0,15968.0,10523.0,14450.0,16843.0,9212.0,23062.0,13724.0,25918.0,18419.0,15216.0,11622.0,18840.0,19450.0,19171.0,18284.0,659,329564.0,2.0211767736237856,0.11172800833167215,0.055278691992563335,0.05644931633910882,Concerning
0,3,25.0,7849232.0,2865905.0,2713890.0,163055.0,6680.0,8074.0,5481.0,12876.0,8282.0,9100.0,12166.0,15901.0,15927.0,10478.0,14387.0,16757.0,9139.0,22912.0,13648.0,25758.0,18308.0,15107.0,11538.0,18698.0,19316.0,19044.0,18149.0,659,327726.0,2.009904572662153,0.11435371571851972,0.05689509704784455,0.05745861867067517,Concerning
0,3,30.0,7849232.0,2750134.0,2565500.0,163055.0,6662.0,8055.0,5467.0,12846.0,8258.0,9071.0,12132.0,15860.0,15886.0,10445.0,14324.0,16660.0,8973.0,22553.0,13450.0,25390.0,18009.0,14803.0,11315.0,18341.0,18956.0,18726.0,17792.0,659,323974.0,1.9868940732018447,0.11780330783761525,0.0592901803002398,0.05851312753737544,Concerning
0,3,50.0,7849232.0,2290018.0,2050616.0,163055.0,6264.0,7613.0,5154.0,12107.0,7709.0,8431.0,11402.0,14981.0,15127.0,9731.0,13426.0,15408.0,8134.0,20419.0,12367.0,23338.0,16529.0,13287.0,10277.0,16577.0,17238.0,17030.0,16090.0,659,298639.0,1.8315180060837994,0.13040939834997003,0.07120290268334019,0.05920649566662984,Concerning
0,3,75.0,7849232.0,1335358.0,1104261.0,163055.0,4779.0,5566.0,3813.0,9028.0,5497.0,6072.0,8399.0,11147.0,11411.0,6912.0,9532.0,10935.0,4643.0,10583.0,7154.0,13358.0,9428.0,7124.0,5646.0,8756.0,9474.0,9143.0,8924.0,659,187324.0,1.1488384358747914,0.14028062865491603,0.12210648971549973,0.01817413893941629,Concerning
0,4,0.0,9423241.0,9423241.0,9423241.0,42365.0,177.0,67.0,48.0,131.0,167.0,114.0,88.0,160.0,439.0,206.0,103.0,280.0,198.0,127.0,24.0,25.0,50.0,22.0,21.0,45.0,38.0,26.0,174.0,659,2730.0,0.06446206863994713,0.00028981533107183283,0.004495904912555573,-0.00420608958148374,Acceptable
0,4,10.0,9423241.0,392645.0,471777.0,42365.0,156.0,49.0,34.0,89.0,118.0,79.0,56.0,104.0,313.0,135.0,72.0,128.0,22.0,24.0,6.0,12.0,39.0,11.0,6.0,26.0,14.0,14.0,65.0,659,1572.0,0.037128829721946845,0.004006153125206929,0.107898717929127,-0.10389256480392008,Acceptable
0,4,15.0,9423241.0,257626.0,316710.0,42365.0,153.0,46.0,33.0,84.0,115.0,76.0,54.0,100.0,301.0,128.0,69.0,117.0,17.0,18.0,4.0,10.0,38.0,10.0,5.0,23.0,12.0,12.0,52.0,659,1477.0,0.03488646556200727,0.005736976326239098,0.16444704941640434,-0.15871007309016524,Acceptable
0,4,20.0,9423241.0,233146.0,299504.0,42365.0,151.0,44.0,32.0,82.0,112.0,73.0,50.0,93.0,291.0,123.0,67.0,111.0,16.0,16.0,3.0,10.0,38.0,9.0,5.0,21.0,11.0,11.0,48.0,659,1417.0,0.03347023556625596,0.006081999768386468,0.18171368278382308,-0.1756316830154366,Acceptable
0,4,25.0,9423241.0,194110.0,277083.0,42365.0,144.0,40.0,30.0,72.0,106.0,69.0,49.0,88.0,262.0,115.0,65.0,101.0,15.0,15.0,2.0,8.0,37.0,9.0,4.0,20.0,10.0,9.0,43.0,659,1313.0,0.03101543690695369,0.00676932270711088,0.21825656454296768,-0.2114872418358568,Acceptable
0,4,30.0,9423241.0,153842.0,205561.0,42365.0,142.0,40.0,30.0,72.0,105.0,68.0,48.0,87.0,260.0,113.0,64.0,98.0,13.0,12.0,1.0,7.0,37.0,8.0,3.0,15.0,9.0,8.0,36.0,659,1276.0,0.030142095076240383,0.008300670163738356,0.2753846453852304,-0.267083975221492,Acceptable
0,4,50.0,9423241.0,87360.0,91519.0,42365.0,107.0,27.0,21.0,44.0,78.0,47.0,33.0,57.0,160.0,80.0,45.0,58.0,7.0,7.0,0.0,3.0,33.0,6.0,2.0,3.0,5.0,1.0,16.0,659,840.0,0.019850823773780862,0.009626721305845859,0.4849532400041208,-0.47532651869827497,Acceptable
0,4,75.0,9423241.0,31623.0,32205.0,42365.0,40.0,8.0,9.0,12.0,25.0,18.0,13.0,23.0,31.0,32.0,19.0,27.0,1.0,2.0,0.0,0.0,13.0,1.0,0.0,2.0,2.0,0.0,4.0,659,282.0,0.006679884813293679,0.008948899569946876,1.339678725018973,-1.330729825449026,Acceptable
0,5,0.0,11812.0,11812.0,11812.0,197.0,0.0,0.0,0.0,1.0,1.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659,13.0,0.0707070707070707,0.0011851350207398629,0.01676119529332092,-0.015576060272581054,Acceptable
0,5,10.0,11812.0,930.0,1202.0,197.0,0.0,0.0,0.0,1.0,1.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659,13.0,0.0707070707070707,0.015037593984962405,0.21267454350161116,-0.19763694951664876,Acceptable
0,5,15.0,11812.0,848.0,1105.0,197.0,0.0,0.0,0.0,1.0,1.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659,13.0,0.0707070707070707,0.016489988221436984,0.2332155477031802,-0.21672555948174324,Acceptable
0,5,20.0,11812.0,809.0,1089.0,197.0,0.0,0.0,0.0,1.0,1.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659,13.0,0.0707070707070707,0.01728395061728395,0.24444444444444444,-0.2271604938271605,Acceptable
0,5,25.0,11812.0,753.0,1018.0,197.0,0.0,0.0,0.0,1.0,1.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659,13.0,0.0707070707070707,0.01856763925729443,0.2625994694960212,-0.2440318302387268,Acceptable
0,5,30.0,11812.0,702.0,935.0,197.0,0.0,0.0,0.0,1.0,1.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659,13.0,0.0707070707070707,0.01991465149359886,0.28165007112375534,-0.26173541963015645,Acceptable
