country,subnational1,subnational2,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000-2020_ha,tc_loss_ha_2001,tc_loss_ha_2002,tc_loss_ha_2003,tc_loss_ha_2004,tc_loss_ha_2005,tc_loss_ha_2006,tc_loss_ha_2007,tc_loss_ha_2008,tc_loss_ha_2009,tc_loss_ha_2010,tc_loss_ha_2011,tc_loss_ha_2012,tc_loss_ha_2013,tc_loss_ha_2014,tc_loss_ha_2015,tc_loss_ha_2016,tc_loss_ha_2017,tc_loss_ha_2018,tc_loss_ha_2019,tc_loss_ha_2020,tc_loss_ha_2021,tc_loss_ha_2022,tc_loss_ha_2023
India,Chhattisgarh,Bastar,50,591945,79487,26340,6236,31,61,73,89,161,92,191,236,213,119,296,128,20,93,50,230,93,174,113,83,112,230,106
India,Chhattisgarh,Bastar,75,591945,3336,284,6236,12,11,15,13,29,14,45,45,57,30,58,23,0,3,2,24,3,7,2,4,3,12,2
India,Chhattisgarh,Bemetara,0,286904,286904,286904,172,3,2,3,2,4,4,1,2,2,1,4,1,1,1,2,0,0,0,0,0,0,0,12
India,Chhattisgarh,Bemetara,10,286904,873,161,172,2,1,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Bemetara,15,286904,155,68,172,2,1,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Bemetara,20,286904,133,60,172,2,1,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Bemetara,25,286904,75,42,172,2,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Bemetara,30,286904,44,29,172,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Bemetara,50,286904,9,3,172,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Bemetara,75,286904,4,1,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Bijapur,0,879329,879329,879329,2541,346,235,245,239,188,380,316,314,197,107,699,327,223,230,203,265,184,317,280,203,290,282,904
India,Chhattisgarh,Bijapur,10,879329,633411,591844,2541,305,214,230,218,176,337,290,289,186,101,648,299,204,206,177,245,176,304,270,193,284,276,800
India,Chhattisgarh,Bijapur,15,879329,605869,551956,2541,278,204,218,202,166,310,273,272,177,95,608,283,198,202,171,242,174,301,268,190,282,274,772
India,Chhattisgarh,Bijapur,20,879329,591708,546943,2541,270,200,212,196,162,301,266,266,174,93,591,273,193,198,166,238,173,299,267,187,280,272,753
India,Chhattisgarh,Bijapur,25,879329,574722,534280,2541,231,191,202,184,155,279,250,250,167,89,563,257,189,192,161,234,172,296,265,184,278,271,738
India,Chhattisgarh,Bijapur,30,879329,540837,498772,2541,221,185,197,177,150,265,242,243,164,87,549,246,182,180,153,226,168,290,260,177,270,266,682
India,Chhattisgarh,Bijapur,50,879329,448435,335171,2541,115,126,128,111,96,159,162,164,123,62,380,157,147,146,114,190,148,250,231,146,230,227,506
India,Chhattisgarh,Bijapur,75,879329,33146,18002,2541,6,17,11,5,8,12,19,10,23,5,26,11,19,15,18,19,16,43,21,13,23,27,29
India,Chhattisgarh,Bilaspur,0,555476,555476,555476,2912,189,30,29,150,54,100,81,82,37,156,149,124,64,14,9,3,6,1,2,3,0,12,46
India,Chhattisgarh,Bilaspur,10,555476,82797,63566,2912,178,21,21,117,34,69,56,58,18,110,118,93,42,10,5,3,6,0,1,3,0,1,17
India,Chhattisgarh,Bilaspur,15,555476,71887,48834,2912,175,20,19,107,30,64,52,55,16,102,112,86,40,8,5,3,6,0,1,3,0,1,14
India,Chhattisgarh,Bilaspur,20,555476,68082,47832,2912,175,20,18,105,30,63,50,54,16,100,111,85,38,8,4,3,6,0,1,2,0,1,13
India,Chhattisgarh,Bilaspur,25,555476,63782,45546,2912,172,18,15,97,28,60,48,51,14,97,107,82,33,6,4,3,6,0,1,2,0,1,12
India,Chhattisgarh,Bilaspur,30,555476,52822,34569,2912,171,18,15,96,28,59,47,51,14,95,107,80,28,3,4,3,6,0,1,2,0,0,10
India,Chhattisgarh,Bilaspur,50,555476,13672,2469,2912,151,5,5,39,11,33,22,26,5,52,71,51,3,0,1,1,3,0,0,0,0,0,7
India,Chhattisgarh,Bilaspur,75,555476,308,21,2912,117,1,1,2,1,1,3,2,0,8,17,15,0,0,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Dantewada,0,298090,298090,298090,2290,23,190,65,72,96,95,158,96,185,70,103,91,118,202,172,490,207,506,541,267,456,424,460
India,Chhattisgarh,Dantewada,10,298090,122782,108464,2290,20,163,60,64,89,85,144,86,177,64,95,80,93,160,132,421,169,435,470,205,401,356,296
India,Chhattisgarh,Dantewada,15,298090,111630,94519,2290,20,151,57,58,84,80,137,81,173,63,88,75,87,150,124,405,159,419,452,191,390,340,272
India,Chhattisgarh,Dantewada,20,298090,105709,92970,2290,19,147,56,55,82,79,134,79,171,62,87,73,83,144,117,391,155,408,440,182,382,329,256
India,Chhattisgarh,Dantewada,25,298090,98454,88961,2290,18,138,54,52,80,77,129,76,168,60,85,69,77,135,109,375,147,397,425,171,373,320,236
India,Chhattisgarh,Dantewada,30,298090,88405,78733,2290,17,134,53,51,79,76,126,75,164,60,83,67,70,125,96,356,136,379,406,153,359,301,208
India,Chhattisgarh,Dantewada,50,298090,66566,34301,2290,11,67,34,28,50,51,88,51,127,47,63,39,42,85,56,255,88,273,294,96,260,215,139
India,Chhattisgarh,Dantewada,75,298090,8275,1045,2290,3,11,10,3,7,10,17,7,27,10,11,7,1,2,3,9,4,16,17,6,17,12,4
India,Chhattisgarh,Dhamtari,0,406306,406306,406306,570,31,31,15,89,51,43,46,49,26,48,130,101,22,7,4,5,18,16,18,8,3,4,159
India,Chhattisgarh,Dhamtari,10,406306,130778,128149,570,29,27,13,77,46,39,42,39,20,44,123,81,20,4,3,5,17,15,18,8,2,3,90
India,Chhattisgarh,Dhamtari,15,406306,114898,108630,570,29,26,13,75,45,39,41,38,19,43,122,77,19,3,3,4,16,14,18,8,2,3,71
India,Chhattisgarh,Dhamtari,20,406306,110270,107925,570,28,25,13,74,45,38,41,37,19,43,121,77,19,3,3,3,16,14,18,8,2,3,66
India,Chhattisgarh,Dhamtari,25,406306,102718,105377,570,27,24,13,72,44,38,40,37,19,42,119,74,18,3,2,3,16,13,18,8,2,3,52
India,Chhattisgarh,Dhamtari,30,406306,84698,87870,570,27,23,13,71,44,37,40,37,18,41,118,71,15,3,2,2,15,11,18,8,2,2,28
India,Chhattisgarh,Dhamtari,50,406306,37417,1100,570,20,9,6,34,32,25,25,21,11,26,87,39,4,2,1,2,10,8,15,6,1,2,5
India,Chhattisgarh,Dhamtari,75,406306,529,0,570,6,1,2,7,14,5,9,9,6,6,17,12,0,0,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Durg,0,298982,298982,298982,486,3,2,1,1,1,3,1,2,1,0,4,1,1,1,3,0,0,0,0,0,0,0,6
India,Chhattisgarh,Durg,10,298982,1622,244,486,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Durg,15,298982,199,83,486,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Durg,20,298982,164,68,486,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Durg,25,298982,44,34,486,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Durg,30,298982,30,22,486,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Durg,50,298982,2,1,486,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Durg,75,298982,1,0,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Gariaband,0,422957,422957,422957,916,142,111,33,271,136,94,199,246,98,187,637,416,87,98,12,16,74,40,46,26,5,15,73
India,Chhattisgarh,Gariaband,10,422957,181918,168766,916,132,97,27,216,118,82,170,204,76,170,554,357,74,78,11,13,68,36,40,25,4,12,47
India,Chhattisgarh,Gariaband,15,422957,164654,134316,916,131,94,26,206,114,80,166,197,72,165,542,346,69,74,11,11,66,35,38,25,4,11,42
India,Chhattisgarh,Gariaband,20,422957,155306,132641,916,130,93,26,204,113,80,163,195,71,164,537,341,66,69,11,11,65,34,38,24,4,11,38
India,Chhattisgarh,Gariaband,25,422957,142628,127460,916,127,88,25,194,110,78,156,189,67,159,525,327,61,62,10,10,63,32,37,23,4,10,35
India,Chhattisgarh,Gariaband,30,422957,110487,99238,916,126,87,24,191,109,77,153,187,66,157,517,320,47,47,10,9,61,30,34,23,3,8,30
India,Chhattisgarh,Gariaband,50,422957,40069,2129,916,90,50,11,84,59,48,81,101,32,90,318,176,15,10,6,4,31,14,16,12,2,3,10
India,Chhattisgarh,Gariaband,75,422957,1018,7,916,31,17,3,14,15,15,19,25,8,25,94,66,0,0,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Janjgir-Champa,0,387475,387475,387475,2396,37,3,2,4,5,12,3,19,2,15,6,7,0,0,1,0,0,0,0,0,0,0,34
India,Chhattisgarh,Janjgir-Champa,10,387475,4136,1902,2396,37,2,1,3,3,5,2,8,1,11,3,3,0,0,0,0,0,0,0,0,0,0,8
India,Chhattisgarh,Janjgir-Champa,15,387475,2007,1158,2396,37,2,1,2,3,5,2,8,1,10,2,3,0,0,0,0,0,0,0,0,0,0,2
India,Chhattisgarh,Janjgir-Champa,20,387475,1719,988,2396,37,2,1,2,3,4,2,7,1,10,2,3,0,0,0,0,0,0,0,0,0,0,2
India,Chhattisgarh,Janjgir-Champa,25,387475,1126,714,2396,36,2,1,2,3,4,2,7,1,9,2,3,0,0,0,0,0,0,0,0,0,0,1
India,Chhattisgarh,Janjgir-Champa,30,387475,812,532,2396,36,2,1,2,3,4,2,7,1,9,2,3,0,0,0,0,0,0,0,0,0,0,1
India,Chhattisgarh,Janjgir-Champa,50,387475,195,26,2396,32,1,0,1,1,1,1,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Janjgir-Champa,75,387475,60,1,2396,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Jashpur,0,582341,582341,582341,4101,18,2,4,4,3,21,3,7,13,4,6,9,17,20,6,2,22,5,10,10,5,1,83
India,Chhattisgarh,Jashpur,10,582341,115795,96466,4101,18,1,3,4,1,14,1,4,10,3,4,6,10,14,3,2,10,4,7,8,3,1,31
India,Chhattisgarh,Jashpur,15,582341,97534,73028,4101,18,1,3,4,1,13,1,4,10,3,4,6,8,11,3,1,8,3,7,7,3,1,24
India,Chhattisgarh,Jashpur,20,582341,92509,70446,4101,18,1,3,3,1,13,1,4,10,2,4,5,7,11,3,1,7,3,6,7,3,1,22
India,Chhattisgarh,Jashpur,25,582341,85273,65467,4101,17,1,3,3,1,12,1,4,10,2,4,5,7,10,3,1,6,2,6,7,3,1,19
India,Chhattisgarh,Jashpur,30,582341,73535,52235,4101,17,1,3,3,1,12,1,4,10,2,4,4,5,9,3,1,5,2,4,6,3,1,12
India,Chhattisgarh,Jashpur,50,582341,25093,5715,4101,15,1,2,2,0,9,1,2,7,1,2,2,2,3,1,0,1,0,1,2,1,0,2
India,Chhattisgarh,Jashpur,75,582341,275,467,4101,4,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Kabeerdham,0,422230,422230,422230,553,32,12,30,72,125,155,106,157,107,39,216,25,21,67,46,32,45,8,26,23,10,5,66
India,Chhattisgarh,Kabeerdham,10,422230,103470,92527,553,29,7,19,53,107,117,84,114,93,32,184,18,11,35,18,14,30,5,13,13,8,3,17
India,Chhattisgarh,Kabeerdham,15,422230,93089,78208,553,29,7,18,50,104,110,80,105,90,31,176,16,9,32,14,12,28,5,12,11,8,3,11
India,Chhattisgarh,Kabeerdham,20,422230,87904,76609,553,29,6,18,48,103,108,78,103,89,31,173,15,9,31,13,11,28,4,11,10,8,3,9
India,Chhattisgarh,Kabeerdham,25,422230,80732,73810,553,27,5,16,42,98,95,74,86,83,27,160,13,8,27,11,11,27,4,10,9,8,2,8
India,Chhattisgarh,Kabeerdham,30,422230,68990,63598,553,27,5,16,41,98,94,73,84,82,26,158,12,7,23,9,9,24,4,8,8,7,2,6
India,Chhattisgarh,Kabeerdham,50,422230,39371,12412,553,24,3,6,17,63,38,38,39,48,16,88,4,2,9,3,3,10,2,3,3,5,1,2
India,Chhattisgarh,Kabeerdham,75,422230,942,510,553,13,1,0,1,4,2,6,1,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Kondagaon,0,509911,509911,509911,2650,419,341,17,176,611,582,179,121,32,164,2506,633,36,132,83,25,29,45,80,116,41,58,246
India,Chhattisgarh,Kondagaon,10,509911,154925,152307,2650,409,305,16,156,554,514,153,103,24,144,2225,569,27,73,48,19,22,31,57,81,18,25,103
India,Chhattisgarh,Kondagaon,15,509911,136826,123475,2650,407,295,15,148,537,497,146,100,23,139,2149,543,24,66,43,18,20,28,54,75,16,20,90
India,Chhattisgarh,Kondagaon,20,509911,128363,122411,2650,406,292,14,147,532,493,145,99,23,138,2133,538,23,63,41,17,18,27,53,73,15,20,87
India,Chhattisgarh,Kondagaon,25,509911,119634,118227,2650,402,283,14,141,518,478,140,96,21,135,2068,523,21,58,38,16,17,25,51,70,13,17,81
India,Chhattisgarh,Kondagaon,30,509911,101269,93982,2650,401,281,14,139,509,473,138,95,21,133,2036,512,18,47,32,13,15,22,47,62,11,14,69
India,Chhattisgarh,Kondagaon,50,509911,42311,8878,2650,337,202,7,74,309,270,79,59,9,78,1213,320,6,8,8,5,8,10,18,32,7,5,29
India,Chhattisgarh,Kondagaon,75,509911,1469,10,2650,166,85,1,10,46,36,11,7,1,13,163,68,0,0,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Korba,0,660932,660932,660932,3389,129,12,9,55,37,49,38,90,36,83,91,175,34,15,24,12,69,1,28,19,7,2,146
India,Chhattisgarh,Korba,10,660932,200563,156182,3389,125,8,7,40,25,34,30,74,26,60,73,141,17,9,21,11,60,1,27,17,7,1,12
India,Chhattisgarh,Korba,15,660932,179344,118380,3389,123,7,7,38,25,33,28,71,25,57,72,135,8,7,20,11,55,1,26,15,6,1,9
India,Chhattisgarh,Korba,20,660932,172257,114411,3389,123,7,6,38,24,31,28,70,25,56,71,133,7,7,20,11,51,1,26,15,6,1,6
India,Chhattisgarh,Korba,25,660932,157693,109386,3389,119,7,6,34,22,29,26,67,24,53,68,125,6,6,19,11,45,1,26,14,6,1,4
India,Chhattisgarh,Korba,30,660932,134282,84264,3389,118,6,6,34,22,29,26,67,24,53,68,124,5,6,18,11,40,1,25,13,6,1,4
India,Chhattisgarh,Korba,50,660932,37017,6135,3389,108,3,3,9,9,8,10,23,14,20,24,44,0,2,9,9,10,1,18,7,4,1,0
India,Chhattisgarh,Korba,75,660932,711,26,3389,87,2,1,1,1,1,1,2,6,1,3,2,0,0,0,0,1,0,2,0,0,0,0
India,Chhattisgarh,Koriya,0,663712,663712,663712,1601,12,1,4,4,18,13,11,17,8,10,28,21,6,3,3,8,0,0,1,0,0,0,26
India,Chhattisgarh,Koriya,10,663712,214424,168951,1601,11,1,3,3,12,8,9,13,6,7,21,16,3,1,2,0,0,0,1,0,0,0,3
India,Chhattisgarh,Koriya,15,663712,168994,121971,1601,11,0,2,2,10,7,9,12,5,7,18,13,2,1,2,0,0,0,1,0,0,0,2
India,Chhattisgarh,Koriya,20,663712,153679,116573,1601,10,0,2,2,9,6,9,12,5,6,17,12,1,1,2,0,0,0,1,0,0,0,1
India,Chhattisgarh,Koriya,25,663712,141063,106098,1601,10,0,2,2,9,5,8,11,5,6,16,11,1,1,2,0,0,0,1,0,0,0,1
India,Chhattisgarh,Koriya,30,663712,115888,79594,1601,9,0,2,2,9,5,8,11,5,5,16,11,1,1,2,0,0,0,0,0,0,0,1
India,Chhattisgarh,Koriya,50,663712,22535,6864,1601,4,0,0,0,1,1,1,3,1,3,8,2,0,0,1,0,0,0,0,0,0,0,0
India,Chhattisgarh,Koriya,75,663712,83,86,1601,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Mahasamund,0,475380,475380,475380,2074,33,22,11,24,27,10,16,33,10,90,87,210,51,3,0,0,0,2,0,0,0,1,38
India,Chhattisgarh,Mahasamund,10,475380,23307,26404,2074,27,16,8,15,18,6,6,11,3,46,42,76,6,1,0,0,0,1,0,0,0,0,6
India,Chhattisgarh,Mahasamund,15,475380,15061,19432,2074,27,16,8,14,17,6,5,10,2,43,38,60,4,0,0,0,0,1,0,0,0,0,1
India,Chhattisgarh,Mahasamund,20,475380,13403,18951,2074,27,16,8,14,17,5,5,10,2,41,36,56,3,0,0,0,0,1,0,0,0,0,1
India,Chhattisgarh,Mahasamund,25,475380,10340,17565,2074,26,15,8,14,17,5,5,9,2,41,35,53,1,0,0,0,0,1,0,0,0,0,0
India,Chhattisgarh,Mahasamund,30,475380,7215,13348,2074,26,15,8,14,17,5,5,9,2,41,34,50,1,0,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Mahasamund,50,475380,638,631,2074,19,7,3,6,5,2,3,4,1,15,9,10,0,0,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Mahasamund,75,475380,68,2,2074,10,2,1,1,2,0,1,0,0,3,2,4,0,0,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Mungeli,0,278450,278450,278450,214,16,6,16,61,70,27,30,27,85,114,114,51,22,5,1,4,2,0,1,2,0,0,14
India,Chhattisgarh,Mungeli,10,278450,92597,80744,214,12,4,12,44,64,22,26,23,59,39,98,44,20,4,1,4,2,0,0,2,0,0,10
India,Chhattisgarh,Mungeli,15,278450,88017,68534,214,11,3,12,41,62,20,25,23,56,36,93,42,19,4,0,4,2,0,0,2,0,0,7
India,Chhattisgarh,Mungeli,20,278450,85819,67328,214,11,3,12,40,62,20,24,22,55,34,92,41,18,4,0,4,2,0,0,2,0,0,7
India,Chhattisgarh,Mungeli,25,278450,83187,64550,214,9,3,9,36,59,19,22,21,52,33,85,39,17,4,0,4,2,0,0,2,0,0,6
India,Chhattisgarh,Mungeli,30,278450,74732,52071,214,9,3,9,36,58,18,22,20,52,32,84,38,16,3,0,4,2,0,0,2,0,0,6
India,Chhattisgarh,Mungeli,50,278450,30819,6425,214,5,1,1,9,9,5,6,8,14,13,18,10,7,1,0,1,1,0,0,2,0,0,1
India,Chhattisgarh,Mungeli,75,278450,307,165,214,3,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
India,Chhattisgarh,Narayanpur,0,392992,392992,392992,1341,162,498,232,198,384,154,409,138,560,106,567,401,902,782,1013,1397,1126,1455,1281,463,768,1339,1569
India,Chhattisgarh,Narayanpur,10,392992,304276,288033,1341,158,490,232,192,375,149,393,130,553,101,528,381,880,750,955,1357,1086,1392,1229,433,746,1286,1473
India,Chhattisgarh,Narayanpur,15,392992,294881,271955,1341,154,486,230,188,369,146,385,127,551,100,510,365,873,740,938,1347,1069,1374,1211,425,735,1269,1447
India,Chhattisgarh,Narayanpur,20,392992,288180,269236,1341,153,485,230,188,368,145,383,126,550,99,507,360,866,731,925,1333,1057,1363,1198,420,730,1255,1429
India,Chhattisgarh,Narayanpur,25,392992,281174,262067,1341,152,483,229,185,363,144,379,124,548,99,499,352,855,723,912,1323,1048,1352,1187,412,726,1245,1416
India,Chhattisgarh,Narayanpur,30,392992,271260,249478,1341,151,480,229,184,360,143,377,123,547,98,494,344,843,706,896,1300,1029,1332,1164,402,715,1225,1386
India,Chhattisgarh,Narayanpur,50,392992,227285,148248,1341,129,427,211,158,300,118,334,102,514,84,416,258,722,569,731,1095,849,1102,969,318,598,1008,1153
India,Chhattisgarh,Narayanpur,75,392992,20240,3327,1341,48,121,68,29,72,25,82,27,222,23,134,58,88,55,77,115,103,81,106,21,47,87,119
India,Chhattisgarh,Raigarh,0,708412,708412,708412,3014,206,11,59,78,21,43,52,46,65,28,101,97,16,17,3,1,1,8,5,5,2,4,104
India,Chhattisgarh,Raigarh,10,708412,117644,90946,3014,204,8,46,55,14,27,39,26,44,16,66,58,4,8,2,1,1,7,2,2,1,3,13
India,Chhattisgarh,Raigarh,15,708412,93224,63127,3014,204,8,44,54,13,26,37,25,41,15,64,56,3,6,1,1,1,6,2,2,1,3,8
India,Chhattisgarh,Raigarh,20,708412,87130,59232,3014,204,8,44,51,13,26,36,23,39,14,61,53,3,6,1,0,1,6,1,1,1,3,7
India,Chhattisgarh,Raigarh,25,708412,72766,52855,3014,203,8,43,51,13,25,36,21,38,14,60,51,2,5,1,0,1,6,1,1,1,2,6
India,Chhattisgarh,Raigarh,30,708412,55534,39766,3014,203,8,43,50,13,25,35,21,38,13,59,49,2,4,0,0,1,5,0,1,1,2,4
India,Chhattisgarh,Raigarh,50,708412,8523,1963,3014,198,5,29,27,6,15,21,8,18,4,25,17,0,0,0,0,0,1,0,0,0,0,0
India,Chhattisgarh,Raigarh,75,708412,611,48,3014,168,2,6,5,1,7,8,1,7,1,9,6,0,0,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Raipur,0,353390,353390,353390,770,3,5,1,4,3,1,6,14,5,5,6,11,4,2,2,0,2,0,0,0,0,0,3
India,Chhattisgarh,Raipur,10,353390,2791,2238,770,3,2,1,1,1,0,1,4,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Raipur,15,353390,1164,1470,770,2,1,1,1,1,0,0,4,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Raipur,20,353390,1003,1406,770,2,1,1,1,1,0,0,3,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Raipur,25,353390,639,1201,770,2,1,0,1,1,0,0,3,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Raipur,30,353390,370,888,770,2,1,0,1,1,0,0,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Raipur,50,353390,10,12,770,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Raipur,75,353390,3,0,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Rajnandgaon,0,806554,806554,806554,2215,429,243,283,283,207,344,93,169,164,47,474,268,167,303,83,48,15,76,18,42,11,29,229
India,Chhattisgarh,Rajnandgaon,10,806554,185777,173155,2215,407,231,269,262,188,313,79,143,147,40,424,231,144,263,70,48,15,72,17,39,9,25,140
India,Chhattisgarh,Rajnandgaon,15,806554,162642,146416,2215,397,228,264,254,180,302,75,134,140,36,401,203,140,255,69,48,15,70,17,39,9,24,125
India,Chhattisgarh,Rajnandgaon,20,806554,153340,144023,2215,394,227,263,252,178,299,75,132,138,36,397,195,137,249,68,48,15,68,17,39,9,24,116
India,Chhattisgarh,Rajnandgaon,25,806554,138769,138651,2215,374,218,249,237,167,282,70,122,130,33,368,171,128,233,65,47,15,67,16,36,8,23,99
India,Chhattisgarh,Rajnandgaon,30,806554,113121,117362,2215,370,217,245,232,164,276,69,119,128,32,361,156,104,196,52,47,14,59,15,33,7,22,79
India,Chhattisgarh,Rajnandgaon,50,806554,61706,21055,2215,227,118,111,108,76,138,29,52,64,16,192,39,28,78,15,31,10,29,8,10,3,19,33
India,Chhattisgarh,Rajnandgaon,75,806554,1050,216,2215,30,9,2,7,5,4,1,1,3,0,10,1,0,0,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Sukma,0,525060,525060,525060,3295,74,321,152,190,189,231,273,182,132,71,502,226,59,129,83,167,90,126,73,69,79,105,422
India,Chhattisgarh,Sukma,10,525060,227346,169260,3295,66,268,131,156,154,172,228,155,114,63,396,190,43,95,53,138,78,103,62,56,64,87,273
India,Chhattisgarh,Sukma,15,525060,200713,139679,3295,62,250,123,141,141,155,210,145,108,58,354,177,39,86,48,131,74,97,59,53,60,83,243
India,Chhattisgarh,Sukma,20,525060,191649,137109,3295,61,246,120,137,138,150,207,143,106,57,346,172,36,82,44,126,73,93,56,52,59,81,229
India,Chhattisgarh,Sukma,25,525060,177744,130509,3295,57,232,113,126,128,140,192,133,99,53,320,161,33,74,39,120,70,89,54,49,55,78,209
India,Chhattisgarh,Sukma,30,525060,150881,108640,3295,56,228,110,123,124,136,189,131,96,52,313,156,28,61,31,106,65,80,49,44,48,71,177
India,Chhattisgarh,Sukma,50,525060,99732,38888,3295,37,138,61,58,56,65,124,78,57,30,148,86,15,34,14,65,51,53,34,30,29,51,114
India,Chhattisgarh,Sukma,75,525060,5728,1113,3295,15,42,12,10,6,19,34,21,10,4,14,11,0,0,0,4,1,2,1,0,1,1,5
India,Chhattisgarh,Surajpur,0,544120,544120,544120,2559,6,5,3,16,10,44,21,21,19,45,25,43,20,13,2,0,34,7,0,2,5,0,14
India,Chhattisgarh,Surajpur,10,544120,134639,95757,2559,5,2,1,11,5,25,13,15,11,26,16,29,9,4,2,0,19,1,0,0,4,0,3
India,Chhattisgarh,Surajpur,15,544120,107820,65115,2559,5,1,1,10,5,22,11,14,8,23,14,27,8,4,1,0,17,0,0,0,4,0,2
India,Chhattisgarh,Surajpur,20,544120,101559,60799,2559,5,1,1,8,4,21,10,14,7,19,13,25,7,3,1,0,17,0,0,0,3,0,1
India,Chhattisgarh,Surajpur,25,544120,88886,56279,2559,5,1,1,7,4,19,9,13,7,18,12,24,6,2,1,0,15,0,0,0,1,0,0
India,Chhattisgarh,Surajpur,30,544120,70867,40372,2559,5,1,1,7,4,19,9,12,7,17,12,23,6,1,0,0,13,0,0,0,1,0,0
India,Chhattisgarh,Surajpur,50,544120,6037,3362,2559,2,0,0,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Surajpur,75,544120,15,18,2559,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Surguja,0,399359,399359,399359,2838,10,1,4,14,7,24,11,20,17,23,25,60,31,23,1,20,27,5,3,7,15,1,91
India,Chhattisgarh,Surguja,10,399359,79640,61297,2838,9,1,3,11,5,18,9,18,15,19,22,47,15,5,1,17,17,2,2,6,12,1,51
India,Chhattisgarh,Surguja,15,399359,67139,45941,2838,8,1,3,10,5,15,9,17,14,17,21,44,12,3,1,16,13,1,2,6,12,1,39
India,Chhattisgarh,Surguja,20,399359,62903,44677,2838,8,1,3,10,5,13,9,17,14,16,20,43,10,2,1,16,13,1,2,6,11,1,37
India,Chhattisgarh,Surguja,25,399359,58530,42463,2838,8,1,3,9,4,12,8,16,13,14,20,41,10,2,1,16,10,1,2,5,11,1,32
India,Chhattisgarh,Surguja,30,399359,51150,32745,2838,8,1,3,8,4,11,8,16,13,14,19,40,9,1,1,15,8,1,2,5,10,0,28
India,Chhattisgarh,Surguja,50,399359,13846,2927,2838,4,1,1,2,1,2,2,6,4,2,4,10,0,0,0,0,1,0,0,0,1,0,0
