country,subnational1,subnational2,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000-2020_ha,tc_loss_ha_2001,tc_loss_ha_2002,tc_loss_ha_2003,tc_loss_ha_2004,tc_loss_ha_2005,tc_loss_ha_2006,tc_loss_ha_2007,tc_loss_ha_2008,tc_loss_ha_2009,tc_loss_ha_2010,tc_loss_ha_2011,tc_loss_ha_2012,tc_loss_ha_2013,tc_loss_ha_2014,tc_loss_ha_2015,tc_loss_ha_2016,tc_loss_ha_2017,tc_loss_ha_2018,tc_loss_ha_2019,tc_loss_ha_2020,tc_loss_ha_2021,tc_loss_ha_2022,tc_loss_ha_2023
India,Andaman and Nicobar,Nicobar Islands,0,172679,172679,172679,205,1240,1502,1409,67,2301,242,75,162,327,357,37,101,0,111,0,0,0,14,44,54,14,30,7
India,Andaman and Nicobar,Nicobar Islands,10,172679,150112,146804,205,1237,1499,1394,66,2284,228,74,162,325,355,37,100,0,106,0,0,0,12,40,46,13,23,6
India,Andaman and Nicobar,Nicobar Islands,15,172679,149461,146205,205,1236,1499,1394,66,2283,228,74,161,325,355,37,100,0,106,0,0,0,12,40,45,12,22,6
India,Andaman and Nicobar,Nicobar Islands,20,172679,149054,145955,205,1236,1499,1393,66,2283,228,74,161,325,355,37,100,0,106,0,0,0,12,39,44,12,21,6
India,Andaman and Nicobar,Nicobar Islands,25,172679,148547,145598,205,1236,1499,1392,66,2282,228,74,161,325,355,37,100,0,106,0,0,0,12,39,44,12,21,6
India,Andaman and Nicobar,Nicobar Islands,30,172679,147634,144925,205,1236,1499,1391,66,2281,228,74,161,325,354,37,100,0,105,0,0,0,12,39,44,12,21,6
India,Andaman and Nicobar,Nicobar Islands,50,172679,144671,141431,205,1233,1498,1389,65,2272,227,74,160,322,352,37,100,0,103,0,0,0,12,37,41,12,20,6
India,Andaman and Nicobar,Nicobar Islands,75,172679,135653,132843,205,1213,1492,1365,62,2206,224,71,152,304,333,36,97,0,91,0,0,0,10,31,34,11,15,5
India,Andaman and Nicobar,North and Middle Andaman,0,340652,340652,340652,651,118,212,160,85,354,487,350,1428,268,200,42,616,187,938,38,88,238,60,70,515,84,40,54
India,Andaman and Nicobar,North and Middle Andaman,10,340652,313179,312908,651,118,209,159,84,353,487,349,1427,268,199,42,554,141,696,37,84,232,58,63,409,79,38,48
India,Andaman and Nicobar,North and Middle Andaman,15,340652,312279,310943,651,117,209,159,84,352,487,348,1426,268,199,42,553,140,688,37,84,232,58,63,406,79,38,47
India,Andaman and Nicobar,North and Middle Andaman,20,340652,311729,310545,651,117,208,159,84,352,486,348,1426,267,199,42,551,138,680,37,84,231,57,63,404,79,38,47
India,Andaman and Nicobar,North and Middle Andaman,25,340652,311350,309476,651,117,208,159,84,352,486,347,1426,267,199,42,550,137,677,37,84,231,57,63,402,79,38,47
India,Andaman and Nicobar,North and Middle Andaman,30,340652,310759,308793,651,117,208,159,84,352,486,347,1426,267,199,42,549,136,670,37,83,231,57,63,400,79,38,47
India,Andaman and Nicobar,North and Middle Andaman,50,340652,307354,302684,651,116,201,157,84,346,483,341,1421,264,197,42,541,129,632,36,82,229,57,61,382,78,37,44
India,Andaman and Nicobar,North and Middle Andaman,75,340652,293911,287344,651,110,176,148,79,314,464,308,1392,245,184,40,511,115,524,34,73,211,50,51,310,67,32,35
India,Andaman and Nicobar,South Andaman,0,247753,247753,247753,1372,57,183,81,62,911,104,376,151,249,222,19,54,354,758,40,95,70,46,83,853,39,32,37
India,Andaman and Nicobar,South Andaman,10,247753,227298,228173,1372,57,181,80,61,908,103,374,151,248,221,19,42,341,593,36,79,56,39,63,543,32,26,27
India,Andaman and Nicobar,South Andaman,15,247753,226922,227062,1372,57,180,80,61,907,103,374,151,248,221,19,42,341,590,36,78,56,39,63,539,31,26,27
India,Andaman and Nicobar,South Andaman,20,247753,226644,226762,1372,57,180,80,61,906,103,373,151,247,221,19,42,341,588,36,78,56,39,62,534,31,26,27
India,Andaman and Nicobar,South Andaman,25,247753,226404,226263,1372,57,180,80,61,906,103,373,151,247,221,19,42,340,586,36,77,55,38,62,530,31,26,27
India,Andaman and Nicobar,South Andaman,30,247753,226008,225722,1372,57,180,80,61,906,103,373,151,247,221,19,42,340,582,36,77,55,38,61,521,31,26,27
India,Andaman and Nicobar,South Andaman,50,247753,223904,221294,1372,57,176,80,61,895,103,365,150,245,220,19,41,338,562,36,74,52,36,59,489,30,25,26
India,Andaman and Nicobar,South Andaman,75,247753,216511,213791,1372,55,165,79,59,850,101,335,146,239,208,19,39,333,503,33,57,40,29,46,358,24,21,21
India,Andhra Pradesh,Anantapur,0,1922649,1922649,1922649,6024,1,1,1,1,0,1,0,0,0,0,3,17,34,6,0,0,0,0,0,0,0,0,432
India,Andhra Pradesh,Anantapur,10,1922649,2952,813,6024,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
India,Andhra Pradesh,Anantapur,15,1922649,1558,360,6024,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
India,Andhra Pradesh,Anantapur,20,1922649,1230,265,6024,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Andhra Pradesh,Anantapur,25,1922649,774,178,6024,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Andhra Pradesh,Anantapur,30,1922649,517,111,6024,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Andhra Pradesh,Anantapur,50,1922649,74,10,6024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Andhra Pradesh,Anantapur,75,1922649,4,1,6024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Andhra Pradesh,Chittoor,0,1516880,1516880,1516880,12480,76,39,48,54,3,39,52,72,68,8,118,91,299,75,11,41,53,193,176,80,117,69,1274
India,Andhra Pradesh,Chittoor,10,1516880,147252,98190,12480,62,26,31,33,2,20,26,38,46,5,56,29,33,17,3,27,21,49,37,25,38,18,98
India,Andhra Pradesh,Chittoor,15,1516880,124769,77400,12480,62,25,30,31,2,19,24,35,44,5,50,26,26,13,2,26,16,42,26,22,30,15,78
India,Andhra Pradesh,Chittoor,20,1516880,112677,74120,12480,61,24,29,29,1,17,22,32,43,5,46,24,24,11,2,24,15,39,23,20,28,14,69
India,Andhra Pradesh,Chittoor,25,1516880,100415,68764,12480,57,22,25,26,1,14,18,27,39,4,38,21,21,9,2,22,14,34,20,17,24,12,62
India,Andhra Pradesh,Chittoor,30,1516880,81831,56859,12480,57,21,24,24,1,13,17,26,39,4,36,20,12,6,1,18,11,28,16,13,18,8,41
India,Andhra Pradesh,Chittoor,50,1516880,42085,18736,12480,44,12,14,14,1,6,9,13,27,3,19,11,4,2,0,5,5,12,6,6,6,3,16
India,Andhra Pradesh,Chittoor,75,1516880,3692,3674,12480,34,6,8,7,0,3,4,2,15,0,4,4,0,0,0,0,0,0,0,0,1,0,0
India,Andhra Pradesh,East Godavari,0,1075476,1075476,1075476,12324,93,192,228,413,515,608,487,1062,923,461,1195,591,774,1036,901,1530,1763,1263,1227,883,630,777,2786
India,Andhra Pradesh,East Godavari,10,1075476,364388,341137,12324,91,188,213,387,486,570,455,995,888,448,1124,540,620,952,797,1288,1476,936,901,700,450,598,1596
India,Andhra Pradesh,East Godavari,15,1075476,348790,314691,12324,90,187,209,383,480,562,449,984,882,446,1114,533,599,934,779,1243,1438,906,877,679,431,578,1523
India,Andhra Pradesh,East Godavari,20,1075476,342961,309933,12324,90,187,205,381,475,555,444,975,878,444,1107,529,590,925,772,1227,1424,892,864,670,424,570,1492
India,Andhra Pradesh,East Godavari,25,1075476,335169,301494,12324,89,185,196,374,467,542,435,960,869,441,1093,523,583,918,764,1214,1412,878,853,662,418,565,1462
India,Andhra Pradesh,East Godavari,30,1075476,310205,284237,12324,89,185,194,372,465,538,432,955,864,439,1088,513,547,879,710,1134,1357,835,808,622,393,534,1336
India,Andhra Pradesh,East Godavari,50,1075476,271236,221801,12324,80,174,151,320,417,452,384,854,799,410,997,474,490,807,629,1013,1236,753,739,564,346,475,1173
India,Andhra Pradesh,East Godavari,75,1075476,136977,78713,12324,59,129,103,221,326,281,271,554,517,302,639,320,237,406,275,463,640,379,398,285,159,210,560
India,Andhra Pradesh,Guntur,0,1141089,1141089,1141089,10183,72,100,94,34,5,54,212,62,87,147,26,62,66,26,2,17,11,10,29,68,53,17,985
India,Andhra Pradesh,Guntur,10,1141089,52907,112517,10183,64,90,80,26,4,44,175,53,54,116,18,30,4,1,0,3,1,1,6,1,1,1,8
India,Andhra Pradesh,Guntur,15,1141089,41233,87937,10183,63,90,79,25,4,43,173,52,46,114,16,30,3,1,0,2,0,1,5,1,1,1,6
India,Andhra Pradesh,Guntur,20,1141089,37463,85543,10183,61,89,76,24,4,39,169,49,41,105,14,29,3,1,0,1,0,0,5,1,1,1,5
India,Andhra Pradesh,Guntur,25,1141089,31894,77141,10183,60,87,75,23,4,37,166,47,38,103,13,28,3,1,0,1,0,0,5,1,1,1,3
India,Andhra Pradesh,Guntur,30,1141089,23783,57053,10183,59,87,75,23,4,36,166,45,35,103,12,27,2,1,0,0,0,0,4,0,0,1,2
India,Andhra Pradesh,Guntur,50,1141089,9805,15056,10183,44,74,67,20,3,25,135,32,20,83,4,19,1,0,0,0,0,0,1,0,0,0,1
India,Andhra Pradesh,Guntur,75,1141089,1475,1605,10183,28,56,30,5,1,4,20,5,8,13,1,10,0,0,0,0,0,0,0,0,0,0,0
India,Andhra Pradesh,Krishna,0,861607,861607,861607,20566,20,16,62,51,39,55,75,92,71,63,155,128,265,226,68,432,392,583,660,215,371,238,1391
India,Andhra Pradesh,Krishna,10,861607,52027,78638,20566,16,12,36,39,19,29,39,41,42,39,72,56,37,47,12,76,53,99,106,24,22,17,88
India,Andhra Pradesh,Krishna,15,861607,33955,51770,20566,16,12,33,37,17,26,36,38,39,35,65,51,28,37,9,60,40,75,81,17,18,14,68
India,Andhra Pradesh,Krishna,20,861607,31195,49412,20566,16,12,31,35,17,25,33,36,35,34,61,48,27,36,8,57,36,73,75,17,16,13,62
India,Andhra Pradesh,Krishna,25,861607,27342,43558,20566,15,11,26,32,13,21,28,28,30,31,50,39,24,30,7,50,31,60,61,13,13,10,51
India,Andhra Pradesh,Krishna,30,861607,17233,32054,20566,15,11,25,31,12,20,27,26,29,30,47,37,8,4,1,18,6,6,6,3,4,6,15
India,Andhra Pradesh,Krishna,50,861607,8030,9230,20566,11,8,11,17,4,6,8,4,7,18,12,13,5,0,0,7,1,1,0,1,1,2,6
India,Andhra Pradesh,Krishna,75,861607,268,924,20566,7,4,4,10,1,2,2,0,1,6,1,2,0,0,0,0,0,0,0,0,0,0,1
India,Andhra Pradesh,Kurnool,0,1777836,1777836,1777836,2961,28,19,19,8,12,11,12,26,30,3,3,26,39,20,0,0,0,0,1,0,0,0,47
India,Andhra Pradesh,Kurnool,10,1777836,114253,80057,2961,17,8,13,6,8,6,5,14,20,2,1,6,4,5,0,0,0,0,1,0,0,0,1
India,Andhra Pradesh,Kurnool,15,1777836,95864,60243,2961,15,8,13,6,8,5,4,12,13,2,1,6,3,4,0,0,0,0,1,0,0,0,1
India,Andhra Pradesh,Kurnool,20,1777836,86861,58403,2961,14,8,13,5,7,5,4,11,12,2,1,5,2,4,0,0,0,0,1,0,0,0,1
India,Andhra Pradesh,Kurnool,25,1777836,75850,53557,2961,13,7,11,4,6,4,3,10,11,2,1,4,2,4,0,0,0,0,1,0,0,0,0
India,Andhra Pradesh,Kurnool,30,1777836,59574,40932,2961,12,7,11,4,6,4,3,10,11,2,1,3,1,3,0,0,0,0,1,0,0,0,0
India,Andhra Pradesh,Kurnool,50,1777836,21967,7541,2961,8,4,7,2,5,3,1,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
India,Andhra Pradesh,Kurnool,75,1777836,658,377,2961,5,2,3,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Andhra Pradesh,Nellore,0,1301782,1301782,1301782,17822,66,21,23,29,11,30,41,27,27,3,31,40,113,37,25,51,184,319,167,205,112,37,1050
India,Andhra Pradesh,Nellore,10,1301782,46894,51994,17822,62,18,20,26,10,26,35,21,22,3,14,9,2,2,1,1,4,9,9,6,2,1,15
India,Andhra Pradesh,Nellore,15,1301782,37248,39871,17822,61,18,20,26,10,25,32,20,21,3,13,9,1,1,0,1,3,9,8,6,2,1,14
India,Andhra Pradesh,Nellore,20,1301782,33471,38015,17822,60,17,20,25,10,25,32,19,20,3,13,8,1,1,0,1,3,8,7,5,2,1,12
India,Andhra Pradesh,Nellore,25,1301782,27506,34714,17822,59,17,19,24,10,24,28,18,19,3,12,8,1,1,0,1,3,7,7,5,2,1,11
India,Andhra Pradesh,Nellore,30,1301782,20837,28123,17822,58,17,19,24,10,24,27,17,19,3,12,8,0,1,0,1,3,7,6,5,2,1,9
India,Andhra Pradesh,Nellore,50,1301782,8093,8176,17822,50,12,14,17,8,18,16,10,13,2,7,5,0,1,0,0,1,2,4,2,0,0,4
India,Andhra Pradesh,Nellore,75,1301782,1371,1868,17822,31,6,5,5,2,9,5,3,6,1,3,3,0,0,0,0,1,0,1,1,0,0,1
India,Andhra Pradesh,Prakasam,0,1779564,1779564,1779564,19500,83,77,34,27,13,20,37,38,39,5,36,74,115,86,4,28,16,52,80,66,63,31,1866
India,Andhra Pradesh,Prakasam,10,1779564,157609,122046,19500,63,56,24,19,8,12,22,25,26,3,21,29,10,10,0,1,0,2,2,0,1,0,9
India,Andhra Pradesh,Prakasam,15,1779564,128930,90162,19500,61,54,23,18,7,11,21,23,25,3,21,26,8,7,0,1,0,1,2,0,1,0,7
India,Andhra Pradesh,Prakasam,20,1779564,117239,86917,19500,59,53,22,18,7,9,20,23,24,3,20,25,7,6,0,1,0,1,2,0,1,0,5
India,Andhra Pradesh,Prakasam,25,1779564,99036,80608,19500,54,47,21,16,6,8,19,19,21,3,18,23,6,6,0,1,0,1,2,0,1,0,4
India,Andhra Pradesh,Prakasam,30,1779564,79027,62790,19500,53,46,20,16,6,8,19,19,21,3,18,21,4,5,0,0,0,0,1,0,1,0,2
India,Andhra Pradesh,Prakasam,50,1779564,28269,12044,19500,27,20,14,10,5,4,11,10,10,2,9,9,1,2,0,0,0,0,0,0,0,0,0
India,Andhra Pradesh,Prakasam,75,1779564,879,923,19500,9,4,3,3,2,1,3,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
India,Andhra Pradesh,Srikakulam,0,627635,627635,627635,12484,44,12,66,72,37,72,171,88,77,52,116,128,173,139,67,311,329,4069,152,227,76,239,886
India,Andhra Pradesh,Srikakulam,10,627635,58688,33929,12484,43,11,59,64,28,59,148,65,67,43,84,92,66,90,43,196,235,1176,45,119,32,132,248
India,Andhra Pradesh,Srikakulam,15,627635,51264,27047,12484,43,11,58,63,28,58,146,64,66,42,81,88,57,85,39,178,214,830,40,110,29,124,226
India,Andhra Pradesh,Srikakulam,20,627635,47762,26277,12484,43,11,57,63,27,56,144,61,65,39,78,86,52,82,37,169,207,698,38,104,28,115,214
India,Andhra Pradesh,Srikakulam,25,627635,43946,24572,12484,43,11,57,62,27,55,142,60,64,39,77,84,47,80,36,163,204,523,35,100,28,112,207
India,Andhra Pradesh,Srikakulam,30,627635,32693,20281,12484,43,10,57,62,26,54,140,58,63,38,73,80,37,72,31,143,184,327,31,85,23,97,166
India,Andhra Pradesh,Srikakulam,50,627635,17475,6323,12484,41,7,49,47,18,37,112,37,51,28,51,60,25,51,22,101,132,151,14,55,17,65,114
India,Andhra Pradesh,Srikakulam,75,627635,792,411,12484,37,2,32,25,7,19,53,14,27,12,22,24,2,2,1,4,9,8,0,2,1,4,4
India,Andhra Pradesh,Visakhapatnam,0,1137192,1137192,1137192,28235,366,230,868,603,609,720,901,1458,1248,315,1366,686,1472,1581,775,2400,3017,2620,3374,2787,1396,2246,4939
India,Andhra Pradesh,Visakhapatnam,10,1137192,397625,316468,28235,351,215,820,564,543,620,801,1318,1175,296,1231,472,538,928,374,1012,1250,893,1011,662,404,619,1335
India,Andhra Pradesh,Visakhapatnam,15,1137192,365640,281340,28235,350,213,810,557,535,609,789,1299,1160,291,1212,459,483,865,336,922,1163,839,924,583,373,561,1199
India,Andhra Pradesh,Visakhapatnam,20,1137192,350791,275387,28235,350,211,807,554,530,603,783,1289,1154,288,1205,451,457,833,320,878,1123,810,885,550,354,540,1132
India,Andhra Pradesh,Visakhapatnam,25,1137192,335513,263658,28235,348,210,801,547,525,589,776,1277,1143,285,1193,443,432,797,301,832,1088,786,847,517,335,513,1068
India,Andhra Pradesh,Visakhapatnam,30,1137192,300879,241668,28235,347,210,797,544,521,584,770,1269,1135,282,1182,431,369,705,250,723,1000,717,752,445,294,442,892
India,Andhra Pradesh,Visakhapatnam,50,1137192,229460,140113,28235,315,181,680,460,428,452,633,1099,998,245,1025,364,246,501,165,522,797,574,557,318,223,337,628
India,Andhra Pradesh,Visakhapatnam,75,1137192,83327,33527,28235,245,124,427,248,261,219,334,638,595,141,598,207,64,110,31,91,236,120,121,102,68,116,161
India,Andhra Pradesh,Vizianagaram,0,572603,572603,572603,13388,37,29,204,96,78,118,209,242,123,63,235,164,279,292,111,494,490,344,570,530,279,439,1577
India,Andhra Pradesh,Vizianagaram,10,572603,84497,58790,13388,30,22,176,70,51,77,125,151,92,47,153,94,94,170,68,273,273,185,265,256,133,188,529
India,Andhra Pradesh,Vizianagaram,15,572603,74002,48364,13388,29,22,172,68,50,75,121,148,90,44,148,90,82,155,64,258,254,175,248,232,120,167,472
India,Andhra Pradesh,Vizianagaram,20,572603,69044,46937,13388,29,21,170,67,48,72,117,144,89,43,145,88,76,147,61,244,239,167,234,222,114,158,445
India,Andhra Pradesh,Vizianagaram,25,572603,63624,44404,13388,28,20,166,66,47,69,114,140,88,42,141,87,71,140,58,235,229,161,225,212,109,150,420
India,Andhra Pradesh,Vizianagaram,30,572603,49147,37843,13388,28,20,165,66,47,68,112,137,86,41,139,82,54,121,51,204,200,140,201,182,97,130,332
India,Andhra Pradesh,Vizianagaram,50,572603,26628,9891,13388,18,11,118,38,25,34,62,81,55,26,82,52,32,81,35,128,124,88,118,114,57,74,192
India,Andhra Pradesh,Vizianagaram,75,572603,958,73,13388,9,2,42,9,7,6,14,21,13,6,21,13,2,6,3,6,5,4,4,3,2,2,3
India,Andhra Pradesh,West Godavari,0,775702,775702,775702,30180,48,122,236,189,160,155,193,537,479,145,1093,350,538,500,348,735,479,508,869,377,191,233,1876
India,Andhra Pradesh,West Godavari,10,775702,86546,88163,30180,38,79,162,145,106,84,107,319,311,85,777,174,180,223,162,236,137,95,239,92,44,50,337
India,Andhra Pradesh,West Godavari,15,775702,75404,72124,30180,36,73,146,135,101,76,99,294,286,80,738,160,163,184,146,209,118,78,182,77,40,45,316
India,Andhra Pradesh,West Godavari,20,775702,73116,70243,30180,33,63,133,129,91,65,91,262,266,74,705,150,143,167,139,193,109,68,148,71,37,41,301
India,Andhra Pradesh,West Godavari,25,775702,69888,66283,30180,29,52,109,119,83,56,80,232,251,69,670,139,132,153,131,176,97,57,116,65,35,35,279
India,Andhra Pradesh,West Godavari,30,775702,60575,58435,30180,29,50,103,118,81,53,79,225,239,67,651,127,82,102,102,107,64,34,75,46,23,22,161
India,Andhra Pradesh,West Godavari,50,775702,52193,42105,30180,11,11,45,51,43,19,31,93,109,36,456,69,46,63,61,63,35,26,39,30,15,14,102
India,Andhra Pradesh,West Godavari,75,775702,20885,14902,30180,3,3,5,6,8,6,5,8,25,13,32,14,5,6,15,7,6,9,11,7,6,6,16
India,Andhra Pradesh,Y.S.R.,0,1514967,1514967,1514967,8192,59,17,11,20,2,16,23,15,19,0,16,20,104,44,7,8,1,38,12,24,10,19,471
India,Andhra Pradesh,Y.S.R.,10,1514967,151006,142230,8192,53,13,10,16,2,13,18,9,13,0,7,7,8,12,1,5,0,10,5,3,1,2,9
India,Andhra Pradesh,Y.S.R.,15,1514967,119853,106992,8192,52,13,9,16,2,13,18,8,12,0,6,6,4,10,0,5,0,8,5,3,1,2,4
India,Andhra Pradesh,Y.S.R.,20,1514967,106841,103875,8192,52,13,9,15,2,13,17,8,12,0,6,6,3,9,0,5,0,7,5,3,1,2,3
India,Andhra Pradesh,Y.S.R.,25,1514967,88887,97976,8192,48,12,9,14,2,11,16,6,11,0,5,4,2,8,0,4,0,6,5,3,1,2,2
India,Andhra Pradesh,Y.S.R.,30,1514967,69611,78628,8192,47,12,9,14,2,11,16,6,11,0,5,4,1,6,0,2,0,5,4,3,1,2,1
India,Andhra Pradesh,Y.S.R.,50,1514967,30412,23899,8192,36,9,8,12,2,9,13,4,8,0,4,2,0,2,0,1,0,1,2,2,1,1,1
India,Andhra Pradesh,Y.S.R.,75,1514967,3204,5020,8192,21,5,7,8,2,5,9,3,4,0,2,1,0,0,0,0,0,0,0,1,0,0,0
India,Arunachal Pradesh,Anjaw,0,651942,651942,651942,3631,136,71,96,260,190,218,122,163,322,126,145,197,146,331,148,340,444,246,378,414,500,612,501
India,Arunachal Pradesh,Anjaw,10,651942,411407,388641,3631,117,66,89,250,178,200,107,148,300,117,127,177,118,246,112,249,315,160,250,245,371,417,346
India,Arunachal Pradesh,Anjaw,15,651942,405334,380686,3631,115,66,89,249,177,198,106,147,299,116,126,176,116,238,109,243,306,153,240,236,360,403,335
India,Arunachal Pradesh,Anjaw,20,651942,403813,379849,3631,115,66,88,248,177,197,106,147,298,116,126,175,115,236,109,240,302,151,237,233,355,399,332
India,Arunachal Pradesh,Anjaw,25,651942,403297,372236,3631,115,66,88,247,177,195,105,146,297,115,125,175,115,234,108,239,301,149,235,231,352,396,330
India,Arunachal Pradesh,Anjaw,30,651942,398495,369756,3631,114,65,87,245,176,194,104,145,295,114,124,174,113,231,107,236,294,144,230,227,346,387,324
India,Arunachal Pradesh,Anjaw,50,651942,353533,287021,3631,106,63,83,233,166,176,97,136,277,105,118,166,109,218,103,222,269,128,208,204,322,356,294
India,Arunachal Pradesh,Anjaw,75,651942,266232,217535,3631,84,55,72,198,135,135,80,116,229,83,99,146,87,167,83,176,205,88,147,149,238,246,214
India,Arunachal Pradesh,Changlang,0,503616,503616,503616,4329,612,421,582,835,635,918,892,1235,1184,614,2278,1280,911,1251,1024,1585,1778,975,1102,1464,1760,1268,1131
India,Arunachal Pradesh,Changlang,10,503616,444121,439011,4329,603,416,576,824,628,911,885,1228,1181,610,2266,1257,876,1190,981,1508,1704,938,1028,1354,1599,1161,1058
India,Arunachal Pradesh,Changlang,15,503616,441625,435584,4329,601,414,575,819,626,908,883,1225,1180,609,2262,1253,873,1184,975,1501,1695,933,1021,1345,1583,1152,1053
India,Arunachal Pradesh,Changlang,20,503616,440820,434995,4329,600,414,574,816,626,908,882,1224,1180,608,2260,1251,871,1181,972,1496,1692,931,1018,1342,1578,1148,1050
India,Arunachal Pradesh,Changlang,25,503616,440112,432970,4329,598,414,573,814,625,907,881,1223,1180,608,2259,1249,868,1179,971,1493,1690,929,1016,1338,1574,1145,1047
India,Arunachal Pradesh,Changlang,30,503616,438332,431075,4329,595,413,572,811,624,906,880,1221,1180,607,2256,1245,866,1175,968,1488,1685,926,1011,1334,1567,1139,1044
India,Arunachal Pradesh,Changlang,50,503616,427862,414008,4329,582,406,558,783,611,889,867,1199,1172,598,2207,1219,853,1149,948,1449,1655,910,982,1303,1522,1107,1023
India,Arunachal Pradesh,Changlang,75,503616,404608,382721,4329,515,371,484,668,555,817,808,1090,1118,538,1947,1079,788,1033,861,1302,1508,817,874,1165,1352,996,934
India,Arunachal Pradesh,Dibang Valley,0,751403,751403,751403,9554,54,55,45,48,46,62,115,75,73,33,93,64,38,102,55,45,158,116,149,115,101,165,112
India,Arunachal Pradesh,Dibang Valley,10,751403,405289,396910,9554,33,50,32,35,26,31,44,41,46,21,63,54,23,49,29,34,94,93,88,74,75,134,84
India,Arunachal Pradesh,Dibang Valley,15,751403,397361,387878,9554,32,49,31,34,26,31,43,41,45,20,62,53,21,46,28,33,88,91,85,72,73,132,83
India,Arunachal Pradesh,Dibang Valley,20,751403,396109,386798,9554,31,49,31,33,26,31,42,40,44,20,62,52,21,46,27,33,88,91,84,71,73,131,83
India,Arunachal Pradesh,Dibang Valley,25,751403,395751,377384,9554,31,49,31,33,26,30,42,40,44,20,62,52,21,46,27,32,87,91,84,71,73,131,82
India,Arunachal Pradesh,Dibang Valley,30,751403,391182,373790,9554,31,48,30,33,26,30,42,40,44,20,62,51,20,45,26,32,86,90,83,70,72,128,81
India,Arunachal Pradesh,Dibang Valley,50,751403,350561,295465,9554,21,43,27,27,17,20,25,31,30,15,44,45,19,41,22,28,73,87,75,65,68,122,78
India,Arunachal Pradesh,Dibang Valley,75,751403,266919,230128,9554,10,26,20,15,8,12,14,20,21,7,21,36,14,26,11,17,50,69,54,51,53,93,60
India,Arunachal Pradesh,East Kameng,0,409167,409167,409167,393,421,166,249,733,195,408,938,451,665,167,188,1112,775,1183,1282,1793,2025,1681,861,1144,937,928,791
India,Arunachal Pradesh,East Kameng,10,409167,393463,390111,393,416,165,246,724,193,403,932,445,660,166,177,1071,688,1032,1096,1504,1688,1419,736,980,805,794,698
India,Arunachal Pradesh,East Kameng,15,409167,391729,388685,393,415,164,245,720,192,402,929,444,659,166,177,1064,667,1002,1061,1465,1639,1381,714,955,782,770,683
India,Arunachal Pradesh,East Kameng,20,409167,391199,388226,393,414,164,245,718,192,401,927,443,657,165,177,1062,662,994,1048,1453,1625,1371,709,948,775,765,679
India,Arunachal Pradesh,East Kameng,25,409167,390795,386919,393,414,164,244,716,192,401,926,443,657,165,176,1060,659,987,1040,1443,1614,1362,705,942,769,760,677
India,Arunachal Pradesh,East Kameng,30,409167,390145,385591,393,413,164,244,714,192,399,926,442,655,165,176,1057,654,980,1030,1430,1597,1350,698,934,762,753,671
India,Arunachal Pradesh,East Kameng,50,409167,383974,374174,393,406,161,237,694,188,389,911,436,647,162,171,1022,615,911,948,1339,1479,1257,647,869,709,703,628
India,Arunachal Pradesh,East Kameng,75,409167,354588,327075,393,352,139,207,604,171,340,836,392,601,146,156,854,433,643,624,972,1060,885,445,622,506,490,468
India,Arunachal Pradesh,East Siang,0,361698,361698,361698,4373,693,612,691,1348,966,948,642,1129,351,461,587,874,592,740,784,1620,1458,1159,941,763,998,1301,1052
India,Arunachal Pradesh,East Siang,10,361698,298437,298766,4373,688,609,688,1338,966,945,640,1127,350,461,585,816,500,627,693,1434,1236,725,764,647,799,1120,885
India,Arunachal Pradesh,East Siang,15,361698,295068,293573,4373,684,606,685,1330,965,943,639,1126,350,460,584,813,495,621,685,1412,1222,699,737,632,781,1099,860
India,Arunachal Pradesh,East Siang,20,361698,293816,292735,4373,682,604,684,1329,965,943,638,1125,350,460,584,811,492,614,680,1404,1215,681,714,619,770,1082,849
India,Arunachal Pradesh,East Siang,25,361698,292437,290805,4373,680,602,682,1324,964,941,638,1124,349,460,583,809,488,609,676,1395,1207,672,702,610,763,1070,840
India,Arunachal Pradesh,East Siang,30,361698,290410,288417,4373,679,602,680,1322,964,941,637,1124,349,460,583,808,483,604,669,1379,1195,653,686,600,752,1055,825
India,Arunachal Pradesh,East Siang,50,361698,282910,276983,4373,645,584,666,1295,958,930,627,1112,346,456,578,791,454,565,621,1275,1095,581,624,542,683,978,745
India,Arunachal Pradesh,East Siang,75,361698,263187,247962,4373,601,548,642,1210,930,881,583,1065,327,436,546,738,361,441,484,976,830,431,502,407,546,766,581
